"SiteId","SampId","X","Y","Region","RiverBasin","BIOGEO","temperature","velocity","A10m","cow.density","IAR","urban.area","FRI","bFRI","width.variability","temperature2","velocity2","temperature.lm.area.elev","temperature.lm.area.air","temperature.lme.area.elev","Occurrence.Simuliidae","Occurrence.Oligochaeta","Occurrence.Limoniidae","Occurrence.Limnephilidae","Occurrence.Rhyacophilidae","Occurrence.Elmidae","Occurrence.Gammaridae","Occurrence.Heptageniidae","Occurrence.Nemouridae","Occurrence.Empididae","Occurrence.Hydropsychidae","Occurrence.Leuctridae","Occurrence.Ceratopogonidae","Occurrence.Prostigmata","Occurrence.Psychodidae","Occurrence.Leptophlebiidae","Occurrence.Sphaeriidae","Occurrence.Taeniopterygidae","Occurrence.Perlodidae","Occurrence.Athericidae","Occurrence.Psychomyiidae","Occurrence.Nematoda","Occurrence.Hydraenidae","Occurrence.Planariidae","Occurrence.Sericostomatidae","Occurrence.Tipulidae","Occurrence.Polycentropodidae","Occurrence.Odontoceridae","Occurrence.Dugesiidae","Occurrence.Lymnaeidae","Occurrence.Erpobdellidae","Occurrence.Scirtidae","Occurrence.Ephemerellidae","Occurrence.Asellidae","Occurrence.Ephemeridae","Occurrence.Chloroperlidae","Occurrence.Dytiscidae","Occurrence.Stratiomyidae","Occurrence.Hydroptilidae","Occurrence.Hydrobiidae","Occurrence.Perlidae","Occurrence.Planorbidae","Occurrence.Glossosomatidae","Occurrence.Blephariceridae","Occurrence.Glossiphoniidae","Occurrence.Capniidae","Occurrence.Goeridae","Occurrence.Philopotamidae","Occurrence.Dixidae","Occurrence.Gyrinidae","Occurrence.Caenidae","Occurrence.Leptoceridae","Occurrence.Calopterygidae","Occurrence.Tabanidae","Occurrence.Pediciidae","Occurrence.Cordulegastridae","Occurrence.Anthomyiidae","Occurrence.Lepidostomatidae","Occurrence.Physidae","Occurrence.Sialidae"
"CSCF_740155","CSCF_740155_2018-05-25",741000,156000,"RHEIN","RHEIN","Zentralalpen",4.84191492846487,0.676870549091571,0,0.132653822497825,0,0,0.143181,1.912859,1,23.444140174491,0.458153740227525,4.02686844278598,6.52112401942344,4.84191492846487,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_650139","CSCF_650139_2018-06-23",651000,140000,"RHONE","RHONE","Zentralalpen",4.64077561236165,1.9933977874484,0,8.08786187190137,0,0.0133,0,0,1,21.5367982842906,3.97363473900418,3.82554646912229,5.94390027042957,4.64077561236165,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_740235","CSCF_740235_2018-04-28",740000,236000,"RHEIN","RHEIN","Alpennordflanke",9.67553903780169,0.455180267092147,0,0.0144618542266582,0,0,60.486078,89.506119,1,93.6160556720244,0.207189075550078,8.8657883165746,9.15240749014123,9.67553903780169,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_650195","CSCF_650195_2018-05-17",651000,196000,"REUSS","RHEIN","Alpennordflanke",9.34368126496516,0.350272555226571,0,4.52823132446639,0,0,60.355872,71.857281,1,87.3043795812609,0.122690862944951,8.53361981345573,10.1552986595785,9.34368126496516,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_818187","CSCF_818187_2018-05-01",818000,188000,"INN","INN","Zentralalpen",7.19061554624413,1.13275026213047,0,9.15883642508656,0,0,2.679284,21.491301,1,51.7049519338878,1.28312315635665,6.37823994252642,9.92771539217723,7.19061554624413,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_644171","CSCF_644171_2018-06-02",644000,172000,"AARE","RHEIN","Alpennordflanke",7.64059674632805,0.874429942400354,0,9.15556332845422,0,0,4.444962,0,1,58.3787186399988,0.764627724166286,6.82865361911775,7.43960004427951,7.64059674632805,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_692163","CSCF_692163_2018-06-15",692000,164000,"REUSS","RHEIN","Zentralalpen",7.81951665959398,0.747789336559089,0,5.35759644534485,0,0,0,0,1,61.1448407896678,0.559188891871482,7.00785671135167,8.1992275308198,7.81951665959398,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_650235","CSCF_650235_2018-04-10",650000,235000,"AARE","RHEIN","Mittelland",14.7296976333225,0.292918914970668,4.0725956,111.941013892964,0.2227048403,0.0295,52.5654,89.499872,1,216.963992369106,0.0858014907475934,13.9255218446294,12.7994936393053,14.7296976333225,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CSCF_638187","CSCF_638187_2018-05-08",638000,188000,"AARE","RHEIN","Alpennordflanke",9.87039129165145,0.457095026596338,0,6.26647166969984,0,0,51.469509,51.406597,1,97.4246242503088,0.208935863339107,9.06088364268118,9.41669218326755,9.87039129165145,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_626179","CSCF_626179_2018-04-27",627000,180000,"AARE","RHEIN","Alpennordflanke",10.6794700730324,0.466368891199765,0,6.55575796716896,0,0,34.050043,100.000325,1,114.051081040795,0.217499942678898,9.87087543531825,10.151369535311,10.6794700730324,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_746219","CSCF_746219_2018-05-10",747000,220000,"LIMMAT","RHEIN","Alpennordflanke",9.84787700840113,0.749919386200922,0,5.91351442837409,0,0,21.832633,74.140858,1,96.9806815725956,0.562379085799968,9.03838402269988,11.082509400952,9.84787700840113,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"CSCF_644211","CSCF_644211_2018-04-10",645000,212000,"REUSS","RHEIN","Alpennordflanke",13.2332079116298,0.529091041921289,0.6447517,56.9331336540395,0.0490052025,0,97.699547,95.600886,0.4125,175.117791632422,0.279937330641355,12.4273820256326,11.9252907707458,13.2332079116298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"CSCF_752163","CSCF_752163_2018-04-20",752000,163000,"RHEIN","RHEIN","Zentralalpen",11.2909007842743,0.376655129876189,0,15.9591417462118,0,0,0,0,0,127.484440520326,0.141869086862049,10.482932904655,9.78021653422317,11.2909007842743,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_728227","CSCF_728227_2018-05-04",729000,227000,"RHEIN","RHEIN","Alpennordflanke",9.22519677623409,0.715941942718569,0,9.85070681366846,0,0,26.306472,0,1,85.1042555602399,0.512572865343639,8.41497618345638,8.63362437838333,9.22519677623409,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_776179","CSCF_776179_2018-06-16",776000,180000,"RHEIN","RHEIN","Zentralalpen",5.84033706441637,0.864863330631158,0,5.47448056565099,0,0,0,0,1,34.1095370259956,0.74798858067042,5.0264432378426,6.38344405275915,5.84033706441637,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_626139","CSCF_626139_2018-05-08",627000,139000,"RHONE","RHONE","Zentralalpen",8.17721421767858,1.26169784072858,0,2.05851420570948,0,0.0031,1.007875,0,1,66.8668323618047,1.59188144129916,7.36598433916316,9.62650867566789,8.17721421767858,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"CSCF_698107","CSCF_698107_2018-03-29",698000,108000,"TICINO","PO","Alpensüdflanke",13.7112582784173,0.703016838130009,0,1.26284546748906,2.886e-06,0.0299,52.299689,0,0.4125,187.998603577467,0.494232674694315,12.9060095717411,18.2950208180932,13.7112582784173,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_794171","CSCF_794171_2018-06-30",794000,172000,"INN","INN","Zentralalpen",1.21940493366992,0.365094331129573,0,2.39969648653501,0,0,0,0,1,1.48694839225854,0.13329387062295,0.400389083875908,1.62376354080012,1.21940493366992,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CSCF_824171","CSCF_824171_2018-07-12",824000,171000,"INN","INN","Zentralalpen",5.38074493525612,0.628260003591141,0,6.1709534861995,0,0,0,0,1,28.9524160582844,0.39471063211234,4.56636743079568,3.27822364359358,5.38074493525612,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_554171","CSCF_554171_2018-04-07",554000,172000,"AARE","RHEIN","Mittelland",21.207539273346,0.802732475967794,15.0982771,57.3607810170523,0.0608882365,0.0562,50.872813,0,0,449.759722030513,0.644379427973385,20.4106578234066,17.2966708780572,21.207539273346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"CSCF_566139","CSCF_566139_2018-05-02",567000,139000,"AARE","RHEIN","Alpennordflanke",10.4208495551001,0.542238216060076,0,8.40748463937599,0,0,57.117,99.999726,1,108.59410545003,0.294022282956014,9.61198280137036,9.4862836512643,10.4208495551001,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CSCF_566179","CSCF_566179_2018-04-07",566000,180000,"AARE","RHEIN","Mittelland",11.9753918371175,0.074003206070704,0,90.66959523428,0.190483034,0.2313,52.591059,49.079844,0.4125,143.4100096525,0.00547647450874308,11.1681221605161,11.1937712326044,11.9753918371175,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_722243","CSCF_722243_2018-04-07",722000,244000,"RHEIN","RHEIN","Alpennordflanke",14.2051393405296,0.636142943851805,0,67.051665580168,0.00327019,0,35.69751,0,1,201.785983683862,0.404677845012441,13.4004025741538,12.0210272192974,14.2051393405296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_506139","CSCF_506139_2018-03-28",506000,140000,"RHONE","RHONE","Mittelland",18.1515287696869,0.768881736631543,18.3536873,14.160626005209,0.0619300692,0.0446,45.34873,16.625489,1,329.477996676771,0.591179124925537,17.3512141847122,16.7422248895743,18.1515287696869,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_590235","CSCF_590235_2018-04-06",591000,236000,"RHEIN","RHEIN","Jura",15.7316292053897,0.712971201850777,4.6116939,13.6007513351577,0.0025128759,0.0016,55.944259,87.259492,0.4125,247.48415745587,0.508327934668541,14.9286246783882,12.3093953692563,15.7316292053897,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_650235","CSCF_650235_2018-04-13",650000,235000,"AARE","RHEIN","Mittelland",14.7296976333225,0.292918914970668,4.0725956,111.941013892964,0.2227048403,0.0295,52.5654,89.499872,1,216.963992369106,0.0858014907475934,13.9255218446294,12.7994936393053,14.7296976333225,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CSCF_734211","CSCF_734211_2018-06-19",734000,212000,"LIMMAT","RHEIN","Alpennordflanke",5.4431667006588,1.18120912832642,0,9.70068618772021,0,0,0,0,1,29.6280637311608,1.39525500484166,4.62880026785673,5.27003029497492,5.4431667006588,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CSCF_590155","CSCF_590155_2018-05-29",590000,155000,"AARE","RHEIN","Alpennordflanke",7.19345958405909,0.566773695985741,0,10.0342629200714,0,0,11.418587,55.684029,1,51.7458607874916,0.321232422461337,6.3810075530392,7.48140826172732,7.19345958405909,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"CSCF_620115","CSCF_620115_2018-06-16",620000,116000,"RHONE","RHONE","Zentralalpen",5.20784515029988,0.649938421627367,0,1.65688959043707,0,2e-04,0.774375,0,1,27.121651109502,0.422419951907473,4.39333047206106,7.52370590551188,5.20784515029988,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_560155","CSCF_560155_2018-04-06",560000,155000,"AARE","RHEIN","Alpennordflanke",13.5789961489745,0.596191118541204,2.3381422,35.7363539976189,0.0010077502,0,44.539614,17.735623,0.4125,184.389136413864,0.355443849827412,12.7735817358168,12.4147711042199,13.5789961489745,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSCF_572163","CSCF_572163_2018-04-07",573000,163000,"AARE","RHEIN","Mittelland",15.0391609899834,0.312801874632746,0,21.6486430785097,0,0,90.847111,5.598553,0.4125,226.176363282638,0.0978450127737601,14.2353442962237,12.7174447956022,15.0391609899834,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSCF_572083","CSCF_572083_2018-07-13",572000,84000,"RHONE","RHONE","Zentralalpen",0.551258114081946,0.221991599711428,0,13.9826981958079,0,0,0,0,1,0.303885508341184,0.0492802703424389,0,3.77948757181291,0.551258114081946,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_596139","CSCF_596139_2018-06-20",596000,140000,"AARE","RHEIN","Alpennordflanke",2.85204991917526,0.222374261132799,0,14.9999926135432,0,0,0,0,1,8.13418874146761,0.0494503120143583,2.03474393546546,5.05437504150351,2.85204991917526,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CSCF_722083","CSCF_722083_2018-04-10",722000,84000,"TICINO","PO","Alpensüdflanke",10.7635447918146,0.326884235479523,0,7.6724112609769,0,0,88.119255,99.999742,1,115.853896485399,0.106853303405032,9.9549758280388,10.7874696995527,10.7635447918146,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"CSCF_716219","CSCF_716219_2018-04-27",716000,219000,"LIMMAT","RHEIN","Alpennordflanke",7.82534791793156,0.581645854732129,0,6.22793936441547,0,0,0,0,1,61.2360700366758,0.338311900327069,7.0135606410045,7.51294318755019,7.82534791793156,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_722163","CSCF_722163_2018-06-07",723000,164000,"RHEIN","RHEIN","Zentralalpen",2.06419778023146,0.640262155005226,0,3.37848397122396,0,0,0,0,1,4.26091247591249,0.409935627131936,1.24609098006628,3.11795800454842,2.06419778023146,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CSCF_Spez_061_SG","CSCF_Spez_061_SG_2018-03-16",734000,259000,"RHEIN","RHEIN",NA,15.7499174828689,0.292533587837246,21.1767693,117.775517177102,0.5277754629,0.0514,29.687727,0,0,248.059900717179,0.0855759000129317,14.9468688009624,14.0324980467976,15.7499174828689,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSCF_Spez_017_BE","CSCF_Spez_017_BE_2018-03-23",603000,210000,"AARE","RHEIN","Mittelland",17.6172293426651,0.493466774008451,63.479393,57.7836393497472,0.1750596268,0.0761,8.031383,34.139698,0,310.36676971206,0.243509457050308,16.816280006366,13.5759625650691,17.6172293426651,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_Spez_097_ZH_487","CSCF_Spez_097_ZH_487_2018-03-26",693000,244000,"RHEIN","RHEIN","Mittelland",16.5472725864762,0.381085587606766,16.7816105,26.2774315883888,0.0935864557,0.3666,50.37636,0,0.4125,273.812230051147,0.145226225081594,15.7451284458959,14.8174824717838,16.5472725864762,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CSCF_Spez_046_LU","CSCF_Spez_046_LU_2018-03-12",649000,227000,"AARE","RHEIN","Mittelland",17.0742989181905,0.252158955053563,25.2202301,99.0118194593292,0.1625506864,0.1311,38.594596,0,0.4125,291.531683547721,0.0635841386137048,16.2727514317868,14.3926212189003,17.0742989181905,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"CSCF_Spez_047_LU","CSCF_Spez_047_LU_2018-03-09",638000,226000,"AARE","RHEIN","Mittelland",17.899110060727,0.467300090022474,6.0690131,155.318893311939,0.1196503205,0.014,47.093193,0,0.4125,320.378140966019,0.218369374135012,17.0984924731194,14.4680578423283,17.899110060727,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"CSCF_Spez_060_SG_BDM_752227","CSCF_Spez_060_SG_BDM_752227_2018-03-13",752000,228000,"RHEIN","RHEIN","Alpennordflanke",14.9783700846591,0.85945272674643,0.2159848,47.1425471388737,0.0034258365,0.0072,49.829781,0,0,224.351570393011,0.738658989511874,14.1745540830102,16.7459546150503,14.9783700846591,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_Spez_036_GL","CSCF_Spez_036_GL_2018-03-16",723000,221000,"LIMMAT","RHEIN","Alpennordflanke",18.2280275201598,0.175017420500555,34.0877609,93.6776875173084,0.004701214,0.0404,0.650912,0,0.4125,332.260987275703,0.0306310974786681,17.427742350744,14.6006885777105,18.2280275201598,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSCF_Spez_019_BE_RIH001","CSCF_Spez_019_BE_RIH001_2018-03-21",611000,196000,"AARE","RHEIN","Mittelland",16.7719722063283,0.592877977285889,58.1979561,84.6899985571646,0.0903001571,0.0692,6.166197,0,0,281.299051689849,0.351504295950607,15.9700954356565,13.3421006541818,16.7719722063283,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_Spez_006_AG","CSCF_Spez_006_AG_2018-03-12",651000,242000,"AARE","RHEIN","Mittelland",18.1957674479978,0.373170278284842,6.3288937,23.1261486344545,0.0881747648,0.1202,30.535052,0,0,331.085953021616,0.139256056595186,17.3954704210461,14.4631623332414,18.1957674479978,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_Spez_073_TG","CSCF_Spez_073_TG_2018-03-14",712000,257000,"RHEIN","RHEIN","Mittelland",17.7914012399583,0.539749705727205,10.5371571,51.4017782722713,0.0513627381,0.046,51.285182,35.484916,1,316.53395808119,0.291329744832604,16.9906657431514,14.4087973318434,17.7914012399583,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
"CSCF_Spez_034_GE","CSCF_Spez_034_GE_2018-03-14",499000,127000,"RHONE","RHONE","Mittelland",18.5139272917961,0.197173041527661,3.6173468,8.77354344425717,0.0765584642,0.0391,67.901432,80.139009,1,342.765503765913,0.0388772083052687,17.7139679416663,15.3933952310553,18.5139272917961,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_Spez_063_SH","CSCF_Spez_063_SH_2018-03-23",673000,284000,"RHEIN","RHEIN","Mittelland",16.6796357462308,0.361580673410623,0.0891568,15.3270387043585,0.0058921697,0,99.284486,100.000036,1,278.21024862694,0.13074058338408,15.8776243497828,12.6870117717007,16.6796357462308,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"CSCF_Spez_043_JU_VE_new1","CSCF_Spez_043_JU_VE_new1_2018-03-23",578000,256000,"RHONE","RHONE","Jura",18.7510552893587,0.220757827590812,18.7605801,35.557598960316,0.0739356413,0.0737,30.611754,0,0,351.602074464587,0.0487340184426147,17.9513667791172,15.5649066150538,18.7510552893587,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_Spez_005_AG","CSCF_Spez_005_AG_2018-03-05",667000,249000,"REUSS","RHEIN","Mittelland",17.6141614261496,0.492844401685638,15.5847569,51.434099955313,0.1863398215,0.15,49.219091,86.895054,0.4125,310.258682746457,0.242895604272874,16.8132122901183,14.9831797602517,17.6141614261496,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
